value,type
-2.9666107699439697,variable 2
-2.8752224899414514,variable 2
-2.929249629421898,variable 2
-2.8761382041699335,variable 2
-2.9080737378882486,variable 2
-2.82760535006038,variable 2
-2.9443589141918536,variable 2
-2.884379632226273,variable 2
-2.914254808930503,variable 2
-2.953058199362434,variable 2
-2.8363046352309604,variable 2
-2.9382923074281595,variable 2
-2.835846778116719,variable 2
-2.9801633405255057,variable 2
-2.853703205572121,variable 2
-2.9520280208553915,variable 2
-2.8939946316253353,variable 2
-2.9558053420478805,variable 2
-2.9315389149931037,variable 2
-2.9265024867364517,variable 2
-2.8991455241605477,variable 2
-2.953516056476675,variable 2
-2.9434431999633714,variable 2
-2.8866689177974783,variable 2
-2.9077303450525678,variable 2
-2.9393224859352016,variable 2
-2.969266341206568,variable 2
-2.8308103498600676,variable 2
-2.910477487738014,variable 2
-2.8500403486581924,variable 2
-2.8376782065736834,variable 2
-2.9437865927990523,variable 2
-2.903151773910157,variable 2
-2.9647335557755814,variable 2
-2.9793391977198715,variable 2
-2.9797054834112644,variable 2
-2.9887710542732377,variable 2
-2.95992605607605,variable 2
-2.8555346340290853,variable 2
-2.9561487348835613,variable 2
-2.958552484733327,variable 2
-2.898115345653505,variable 2
-2.873734454320168,variable 2
-2.931767843550224,variable 2
-2.940352664442244,variable 2
-2.891247488939889,variable 2
-2.885753203568996,variable 2
-2.97943076914272,variable 2
-2.9659697699840324,variable 2
-2.991518196958684,variable 2
-2.9173453444516304,variable 2
-2.946648199763059,variable 2
-2.9725629124291038,variable 2
-2.704899643443772,variable 2
-2.9191767729085947,variable 2
-2.829436778517344,variable 2
-2.9472205211558604,variable 2
-2.953058199362434,variable 2
-2.8321839212027906,variable 2
-2.946190342648818,variable 2
-2.8875846320259604,variable 2
-2.9123089161949784,variable 2
-2.903609631024398,variable 2
-2.916887487337389,variable 2
-2.932454629221586,variable 2
-2.8922776674469315,variable 2
-2.9301653436503803,variable 2
-2.927418200964934,variable 2
-2.929249629421898,variable 2
-2.8564503482575674,variable 2
-2.965878198561184,variable 2
-2.9710977696635323,variable 2
-2.915971773108907,variable 2
-2.8891871319258042,variable 2
-2.946190342648818,variable 2
-2.962329805925816,variable 2
-2.8509560628866746,variable 2
-2.852787491343639,variable 2
-2.8509560628866746,variable 2
-2.8248582073749335,variable 2
-2.971830341046318,variable 2
-2.8491246344297103,variable 2
-2.928333915193416,variable 2
-2.899832309831909,variable 2
-2.868583561784956,variable 2
-2.8765960612841748,variable 2
-2.872475347256005,variable 2
-2.991884482650077,variable 2
-2.834015349659755,variable 2
-2.8353889210024783,variable 2
-2.9251289153937283,variable 2
-2.8994889169962286,variable 2
-2.9493953424485055,variable 2
-2.988496340004693,variable 2
-2.852787491343639,variable 2
-2.9468771283201796,variable 2
-2.9382923074281595,variable 2
-2.8321839212027906,variable 2
-2.8811746324265854,variable 2
-2.8610289193999785,variable 2
-2.9214660584798,variable 2
-2.9417262357849676,variable 2
-2.8894160604829247,variable 2
-2.9471060568773,variable 2
-2.9287917723076573,variable 2
-2.9077303450525678,variable 2
-2.991060339844443,variable 2
-2.9058989165956035,variable 2
-2.978240340645693,variable 2
-2.873391061484487,variable 2
-2.8788853468553803,variable 2
-2.9434431999633714,variable 2
-2.8816324895408267,variable 2
-2.8504982057724337,variable 2
-2.859197490943014,variable 2
-2.98043805479405,variable 2
-2.828521064288862,variable 2
-2.7584689258099777,variable 2
-2.8894160604829247,variable 2
-2.8436303490588175,variable 2
-2.876824989841295,variable 2
-2.8661798119351904,variable 2
-2.846835348858505,variable 2
-2.8459196346300226,variable 2
-2.946190342648818,variable 2
-2.8495824915439516,variable 2
-2.8353889210024783,variable 2
-2.8573660624860495,variable 2
-2.8958260600822996,variable 2
-2.826689635831898,variable 2
-2.9183755229586725,variable 2
-2.832641778317032,variable 2
-2.8179903506613173,variable 2
-2.8582817767145317,variable 2
-2.842256777716094,variable 2
-2.9606128417474116,variable 2
-2.935659629021273,variable 2
-2.946190342648818,variable 2
-2.984284054553675,variable 2
-2.974760626577461,variable 2
-2.835846778116719,variable 2
-2.888958203368684,variable 2
-2.9127667733092197,variable 2
-2.929249629421898,variable 2
-2.8761382041699335,variable 2
-2.9507689137912285,variable 2
-2.922381772708282,variable 2
-2.958209091897646,variable 2
-2.8816324895408267,variable 2
-2.9650769486112623,variable 2
-2.8678967761135943,variable 2
-2.9443589141918536,variable 2
-2.85324534845788,variable 2
-2.920092487137077,variable 2
-2.926616951015012,variable 2
-2.885753203568996,variable 2
-2.9269603438506926,variable 2
-2.709478214586183,variable 2
-2.974760626577461,variable 2
-2.95134123518403,variable 2
-2.9472205211558604,variable 2
-2.972700269563376,variable 2
-2.862127776474157,variable 2
-2.986710697259153,variable 2
-2.9704567697035946,variable 2
-2.9958174752614077,variable 2
-2.70821910752202,variable 2
-2.9489374853342643,variable 2
-2.9290207008647777,variable 2
-2.974806412288885,variable 2
-2.982933376066664,variable 2
-2.97531005511455,variable 2
-2.9650769486112623,variable 2
-2.9711435553749563,variable 2
-2.835846778116719,variable 2
-2.951890663721119,variable 2
-2.9497616281398984,variable 2
-2.6695530742243614,variable 2
-2.983620161738026,variable 2
-2.9132246304234606,variable 2
-2.9788813406056307,variable 2
-2.998372317958873,variable 2
-2.9649052521934216,variable 2
-2.971429716071357,variable 2
-2.591808936226227,variable 2
-2.5911221505548654,variable 2
-2.953744985033796,variable 2
-2.9294327722675946,variable 2
-2.9606128417474116,variable 2
-2.9621512416512616,variable 2
-2.9656492700040635,variable 2
-2.812679208136121,variable 2
-2.959513984673233,variable 2
-2.7209246424422098,variable 2
-2.852444098507958,variable 2
-2.9964355823656335,variable 2
-2.9831050724845043,variable 2
-2.6326726836722427,variable 2
-2.9561487348835613,variable 2
-2.8232557074750897,variable 2
-2.9554619492121996,variable 2
-2.9597200203746414,variable 2
-2.9711435553749563,variable 2
-2.8904233461342552,variable 2
-2.782185924327665,variable 2
-2.936575343249755,variable 2
-2.9548896278193983,variable 2
-2.783765531371797,variable 2
-2.757324283024375,variable 2
-2.671476074104174,variable 2
-2.924041504747406,variable 2
-2.894338024461016,variable 2
-2.9482506996629025,variable 2
-2.980694454778025,variable 2
-2.979156054874175,variable 2
-2.828887349980255,variable 2
-2.986710697259153,variable 2
-2.9507689137912285,variable 2
-2.9077303450525678,variable 2
-2.9764089121887287,variable 2
-2.940696057277925,variable 2
-2.653963039484453,variable 2
-2.77476863907696,variable 2
-2.9514556994625902,variable 2
-2.891247488939889,variable 2
-2.9437865927990523,variable 2
-2.8538176698506814,variable 2
-2.991902796934647,variable 2
-2.9721165017427187,variable 2
-2.7511432119821206,variable 2
-2.944129985634733,variable 2
-2.9485940924985834,variable 2
-2.9475639139915413,variable 2
-2.9815598047239407,variable 2
-2.6721628597755354,variable 2
-2.9940043610890132,variable 2
-2.990336925603942,variable 2
-2.942344342889193,variable 2
-2.9920676254957734,variable 2
-2.9861956080056316,variable 2
-2.933484807728628,variable 2
-2.975378733681686,variable 2
-2.9558053420478805,variable 2
-2.9597200203746414,variable 2
-2.9265024867364517,variable 2
-2.8467437774356568,variable 2
-2.989389161377463,variable 2
-2.682922501960201,variable 2
-2.9801862333812177,variable 2
-2.638510361878817,variable 2
-2.98121641188826,variable 2
-2.982383947529575,variable 2
-2.952142485133952,variable 2
-2.946190342648818,variable 2
-2.9857491973192465,variable 2
-2.970227841146474,variable 2
-2.9828189117881037,variable 2
-2.8239424931464514,variable 2
-2.9148729160347284,variable 2
-2.9345836648028065,variable 2
-2.966560405661403,variable 2
-2.9780571977999966,variable 2
-2.8935367745110945,variable 2
-2.9033349167558535,variable 2
-2.818997636312648,variable 2
-2.882319275212188,variable 2
-2.7604834971126384,variable 2
-2.957694002644125,variable 2
-2.8620590979070206,variable 2
-2.918489987237233,variable 2
-2.9152849874375453,variable 2
-2.728250356270067,variable 2
-2.9434431999633714,variable 2
-2.8337864211026345,variable 2
-2.8830060608835497,variable 2
-2.9612996274187733,variable 2
-2.6623189318193523,variable 2
-2.8343816353511477,variable 2
-2.873391061484487,variable 2
-2.7772410674938617,variable 2
-2.8462630274657035,variable 2
-2.8709873116347215,variable 2
-2.7336301773623997,variable 2
-2.8198217791182816,variable 2
-2.7950974949492635,variable 2
-2.864462847756786,variable 2
-2.9748842479983058,variable 2
-2.9847327545256315,variable 2
-2.9465337354844987,variable 2
-2.457473658907896,variable 2
-2.921923915594041,variable 2
-2.809291065490737,variable 2
-2.981971876126758,variable 2
-2.884379632226273,variable 2
-2.9721233695994322,variable 2
-2.9072724879383265,variable 2
-2.8534742770150006,variable 2
-2.925357843950849,variable 2
-2.764421068295112,variable 2
-2.7483960692966742,variable 2
-2.73987992697179,variable 2
-2.8091079226450404,variable 2
-2.812610529568985,variable 2
-2.9827960189323917,variable 2
-2.865149633428148,variable 2
-2.8956429172366036,variable 2
-2.8551912411934044,variable 2
-2.9384640038459997,variable 2
-2.875451418498572,variable 2
-2.897565917116416,variable 2
-2.920985308509847,variable 2
-2.933484807728628,variable 2
-2.796127673456306,variable 2
-2.9132246304234606,variable 2
-2.8788853468553803,variable 2
-2.9087605235596103,variable 2
-2.87030052596336,variable 2
-2.9437865927990523,variable 2
-2.9465337354844987,variable 2
-2.9568355205549226,variable 2
-2.943717914231916,variable 2
-2.8585564909830765,variable 2
-2.9437865927990523,variable 2
-2.8830060608835497,variable 2
-2.803338923005603,variable 2
-2.9738540694912636,variable 2
-2.9860925901549273,variable 2
-2.8230267789179693,variable 2
-2.842142313437534,variable 2
-2.812267136733304,variable 2
-2.987740875766195,variable 2
-2.9541570564366126,variable 2
-2.9302569150732287,variable 2
-2.864462847756786,variable 2
-2.9314244507145433,variable 2
-2.8905607032685277,variable 2
-2.9204358799727577,variable 2
-2.924041504747406,variable 2
-2.8658364190995096,variable 2
-2.8283379214431656,variable 2
-2.834587671052556,variable 2
-2.787886245399967,variable 2
-2.8428290991088954,variable 2
-2.9921912469166183,variable 2
-2.8709873116347215,variable 2
-2.941211146531446,variable 2
-2.8795721325267416,variable 2
-2.9176887372873113,variable 2
-2.887813560583081,variable 2
-2.8963983814751013,variable 2
-2.990996239848449,variable 2
-2.851413920000916,variable 2
-2.857182919640353,variable 2
-2.8791600611239248,variable 2
-2.8393951707520877,variable 2
-2.989100711395491,variable 2
-2.863089276414063,variable 2
-2.880945703869465,variable 2
-2.7140567857285935,variable 2
-2.9791697905876022,variable 2
-2.897600256399984,variable 2
-2.9767385693109825,variable 2
-2.9238698083295653,variable 2
-2.745648926611228,variable 2
-2.834931063888237,variable 2
-2.9450914855746393,variable 2
-2.7796448173436277,variable 2
-2.853336919880728,variable 2
-2.8376782065736834,variable 2
-2.890217310432847,variable 2
-2.885753203568996,variable 2
-2.8672099904422326,variable 2
-2.8005917803201568,variable 2
-2.8518717771151567,variable 2
-2.9793346191487293,variable 2
-2.3586452007989607,variable 2
-2.8764815970056143,variable 2
-2.9341715933999897,variable 2
-2.8751080256628914,variable 2
-2.9135680232591414,variable 2
-2.9609562345830924,variable 2
-2.9224962369868424,variable 2
-2.9316991649830877,variable 2
-2.9290207008647777,variable 2
-2.974472176595489,variable 2
-2.988152947169012,variable 2
-2.9558053420478805,variable 2
-2.8956429172366036,variable 2
-2.685211787531406,variable 2
-2.8678967761135943,variable 2
-2.892071631745523,variable 2
-2.937605521756798,variable 2
-2.7744939248084153,variable 2
-2.822111064689487,variable 2
-2.8321839212027906,variable 2
-2.8397385635877685,variable 2
-2.852100705672277,variable 2
-2.9225649155539783,variable 2
-2.9025107739502194,variable 2
-2.841341063487612,variable 2
-2.875588775632844,variable 2
-2.8939946316253353,variable 2
-2.8709873116347215,variable 2
-2.9879469114676036,variable 2
-2.9700630125853476,variable 2
-2.872704275813126,variable 2
-2.8881569534187617,variable 2
-2.9897188184997168,variable 2
-2.9907902041470407,variable 2
-2.9303942722075007,variable 2
-2.8713307044704024,variable 2
-2.9904605470247874,variable 2
-2.869957133127679,variable 2
-2.8106646368334602,variable 2
-2.868240168949275,variable 2
-2.991161068409576,variable 2
-2.959410966822529,variable 2
-2.990501754165069,variable 2
-2.9647335557755814,variable 2
-2.8985732027677464,variable 2
-2.9484796282200234,variable 2
-2.8516428485580363,variable 2
-2.897199631425023,variable 2
-2.9116221305236167,variable 2
-2.8198217791182816,variable 2
-2.8291620642487993,variable 2
-2.8709186330675855,variable 2
-2.9905841684456322,variable 2
-2.7985314233060716,variable 2
-2.9211913442112554,variable 2
-2.826689635831898,variable 2
-2.9027854882187643,variable 2
-2.8496969558225116,variable 2
-2.912537844752099,variable 2
-2.8871954534788555,variable 2
-2.7906333880854133,variable 2
-2.8486667773154695,variable 2
-2.8040257086769644,variable 2
-2.7219548209492523,variable 2
-2.928333915193416,variable 2
-2.9930153897222525,variable 2
-2.989389161377463,variable 2
-2.963359984432858,variable 2
-2.9451601641417753,variable 2
-2.8231183503408173,variable 2
-2.7374074985548886,variable 2
-2.752516783324844,variable 2
-2.826346242996217,variable 2
-2.78067499585067,variable 2
-2.754233747503248,variable 2
-2.822912314639409,variable 2
-2.8205085647896433,variable 2
-2.8807167753123446,variable 2
-2.931767843550224,variable 2
-2.898458738489186,variable 2
-2.950036342408443,variable 2
-2.762681211260996,variable 2
-2.916887487337389,variable 2
-2.86762206184505,variable 2
-2.856564812536128,variable 2
-2.6670119672403234,variable 2
-2.792693745099498,variable 2
-2.8071162441980917,variable 2
-2.8209664219038846,variable 2
-2.9348583790713514,variable 2
-2.7753180676140494,variable 2
-2.7950974949492635,variable 2
-2.930909361461022,variable 2
-1.6110789975218482,variable 2
-2.877168382676976,variable 2
-2.982713604651828,variable 2
-2.8833494537192306,variable 2
-2.873734454320168,variable 2
-2.965420341446943,variable 2
-2.9152849874375453,variable 2
-2.9224275584197064,variable 2
-2.864291151338946,variable 2
-2.9809416976197154,variable 2
-2.9870403543814064,variable 2
-2.9473922175737006,variable 2
-2.879343203969621,variable 2
-2.7552639260102905,variable 2
-2.9340571291214292,variable 2
-2.843401420501697,variable 2
-2.8466064203013843,variable 2
-2.854618919800603,variable 2
-2.858739633828773,variable 2
-2.8067728513624113,variable 2
-2.792350352263817,variable 2
-2.990378132744224,variable 2
-2.9780571977999966,variable 2
-2.8304669570243868,variable 2
-2.812610529568985,variable 2
-2.8303524927458263,variable 2
-2.8437219204816655,variable 2
-2.865973776233782,variable 2
-2.829780171353025,variable 2
-2.7941817807207814,variable 2
-2.8663515083530307,variable 2
-2.956011377749289,variable 2
-2.961986413090135,variable 2
-2.9946224681932385,variable 2
-2.9393224859352016,variable 2
-2.875451418498572,variable 2
-2.986957940100843,variable 2
-2.8960549886394205,variable 2
-2.9015492740103133,variable 2
-2.8249726716534935,variable 2
-2.9762852907678834,variable 2
-2.905166345212818,variable 2
-2.9912434826901393,variable 2
-2.9482506996629025,variable 2
-2.931218415013135,variable 2
-2.8222942075351836,variable 2
-2.9251747011051528,variable 2
-2.954431770705157,variable 2
-2.937262128921117,variable 2
-2.9541570564366126,variable 2
-2.9141861303633667,variable 2
-2.949212199602809,variable 2
-2.8730476686488062,variable 2
-2.990378132744224,variable 2
-2.8670726333079606,variable 2
-2.9528292708053137,variable 2
-2.84811734877838,variable 2
-2.9269603438506926,variable 2
-2.912022755498578,variable 2
-2.922015487016889,variable 2
-2.977324626417211,variable 2
-2.7209246424422098,variable 2
-2.9695410554751125,variable 2
-2.9693693590572723,variable 2
-2.924442129722367,variable 2
-2.9691976626394316,variable 2
-2.942298557177769,variable 2
-2.876824989841295,variable 2
-2.8957115958037396,variable 2
-2.9003130598018623,variable 2
-2.950585770945532,variable 2
-2.728135891991507,variable 2
-2.9690831983608716,variable 2
-2.909928059200925,variable 2
-2.9757908050845034,variable 2
-2.916315165944588,variable 2
-2.844317134730179,variable 2
-2.878061204049746,variable 2
-2.950482753094828,variable 2
-2.9443589141918536,variable 2
-2.861853062205612,variable 2
-2.9570415562563315,variable 2
-2.9673433413267554,variable 2
-2.7865126740572435,variable 2
-2.8881340605630497,variable 2
-2.9763173407658803,variable 2
-2.933828200564309,variable 2
-2.981170626176836,variable 2
-2.809291065490737,variable 2
-2.939780343049443,variable 2
-2.9669656092075067,variable 2
-2.8976574885392643,variable 2
-2.7425583910901006,variable 2
-2.944129985634733,variable 2
-2.971876126757742,variable 2
-2.8795721325267416,variable 2
-2.978606626337086,variable 2
-2.956080056316425,variable 2
-2.94866277106572,variable 2
-2.9915319326721113,variable 2
-2.9551185563765188,variable 2
-2.8436303490588175,variable 2
-2.8653785619852683,variable 2
-2.9516846280197107,variable 2
-2.9703102554270377,variable 2
-2.763161961230949,variable 2
-2.9832492974754903,variable 2
-2.9652371986012467,variable 2
-2.911164273409376,variable 2
-2.911713701946465,variable 2
-2.8115803510619424,variable 2
-2.882639775192157,variable 2
-2.8894160604829247,variable 2
-2.9379489145924786,variable 2
-2.942298557177769,variable 2
-2.8783359183182906,variable 2
-2.9703651982807466,variable 2
-2.9113932019664963,variable 2
-2.9173453444516304,variable 2
-2.859998740892936,variable 2
-2.8788853468553803,variable 2
-2.808833208376496,variable 2
-2.8624024907427015,variable 2
-2.923526415493885,variable 2
-2.91377405896055,variable 2
-2.886897846354599,variable 2
-2.9686825733859106,variable 2
-2.970548341126443,variable 2
-2.9884826042912658,variable 2
-2.9958174752614077,variable 2
-2.9652371986012467,variable 2
-2.913041487577764,variable 2
-2.8887750605229874,variable 2
-2.9432715035455312,variable 2
-2.9178604337051515,variable 2
-2.964138341527068,variable 2
-2.987658461485632,variable 2
-2.907043559381206,variable 2
-2.7830100671332993,variable 2
-2.7928082093780584,variable 2
-2.8944524887395766,variable 2
-2.9127667733092197,variable 2
-2.900038345533318,variable 2
-2.8706439187990407,variable 2
-2.8052619228854154,variable 2
-2.8289789214031034,variable 2
-2.9640467701042197,variable 2
-2.9200009157142284,variable 2
-2.9271892724078135,variable 2
-2.7899466024140516,variable 2
-2.9265940581592997,variable 2
-2.9166585587802687,variable 2
-2.9341029148328537,variable 2
-2.9250716832544486,variable 2
-2.889873917597166,variable 2
-2.9751269122688537,variable 2
-2.9924796968985903,variable 2
-2.9830020546338,variable 2
-2.928333915193416,variable 2
-2.9393224859352016,variable 2
-2.964870912909854,variable 2
-2.952783485093889,variable 2
-2.990602482730202,variable 2
-2.514888941033727,variable 2
-2.969678412609385,variable 2
-2.9439926285004607,variable 2
-2.9177574158544473,variable 2
-2.7953722092178084,variable 2
-2.9218323441711926,variable 2
-2.9316304864159517,variable 2
-2.8379529208422283,variable 2
-2.8785419540196995,variable 2
-2.8923463460140675,variable 2
-2.952600342248193,variable 2
-2.7989434947088885,variable 2
-2.9018239882788577,variable 2
-2.890789631825648,variable 2
-2.926685629582148,variable 2
-2.907318273649751,variable 2
-2.8162504936272015,variable 2
-2.8665232047708713,variable 2
-2.9788813406056307,variable 2
-2.7446187481041853,variable 2
-2.901892666845994,variable 2
-2.9262735581793313,variable 2
-2.874306775712969,variable 2
-2.9898699113474163,variable 2
-2.9341715933999897,variable 2
-2.8761382041699335,variable 2
-2.9732954838118895,variable 2
-2.9678927698638446,variable 2
-2.9738334659211225,variable 2
-2.971830341046318,variable 2
-2.9554619492121996,variable 2
-2.8312682069743085,variable 2
-2.800317066051612,variable 2
-2.8500403486581924,variable 2
-2.856564812536128,variable 2
-2.9669724770642203,variable 2
-2.990913825567886,variable 2
-2.975419940821968,variable 2
-2.944473378470414,variable 2
-2.876550275572751,variable 2
-2.8849290607633624,variable 2
-2.9114389876779203,variable 2
-2.96583241284976,variable 2
-2.9163380588003,variable 2
-2.906700166545525,variable 2
-2.8769623469755676,variable 2
-2.906585702266965,variable 2
-2.9430311285605546,variable 2
-2.9571789133906035,variable 2
-2.9663360556754252,variable 2
-2.960475484613139,variable 2
-2.7144001785642744,variable 2
-2.9907902041470407,variable 2
-2.918489987237233,variable 2
-2.8121297795990317,variable 2
-2.994045568229295,variable 2
-2.9948697110349287,variable 2
-2.9786981977599343,variable 2
-2.958277770464782,variable 2
-2.954775163540838,variable 2
-2.973112340966193,variable 2
-2.974028055194675,variable 2
-2.9635316808506986,variable 2
-2.933484807728628,variable 2
-2.8538863484178174,variable 2
-2.9396658787708825,variable 2
-2.9452746284203357,variable 2
-2.803682315841284,variable 2
-2.9801633405255057,variable 2
-2.9935510825459146,variable 2
-2.89839005992205,variable 2
-2.8486667773154695,variable 2
-2.930806343610318,variable 2
-2.874077847155849,variable 2
-2.8766876327070228,variable 2
-2.900999845473224,variable 2
-2.9328209149129787,variable 2
-2.8854784893004517,variable 2
-2.915113291019705,variable 2
-2.930531629341773,variable 2
-2.92915805799905,variable 2
-2.9326835577787063,variable 2
-2.9771094335735175,variable 2
-2.979623069130701,variable 2
-2.7356905343764844,variable 2
-2.8105501725549,variable 2
-2.7899466024140516,variable 2
-2.8961923457736924,variable 2
-2.936918736085436,variable 2
-2.9472891997229964,variable 2
-2.9888626256960857,variable 2
-2.985598104471547,variable 2
-2.9759510550744874,variable 2
-2.9139114160948223,variable 2
-2.920092487137077,variable 2
-2.936025914712666,variable 2
-2.8414326349104604,variable 2
-2.919817772868532,variable 2
-2.8904233461342552,variable 2
-2.920641915674166,variable 2
-2.9412454858150143,variable 2
-2.8282921357317417,variable 2
-2.943305842829099,variable 2
-2.699290893794319,variable 2
-2.9839086117199973,variable 2
-2.8674389189993534,variable 2
-2.952508770825345,variable 2
-2.9063567737098444,variable 2
-2.971464055354925,variable 2
-2.928333915193416,variable 2
-2.920641915674166,variable 2
-2.925449415373697,variable 2
-2.937605521756798,variable 2
-2.9800717691026573,variable 2
-2.9139114160948223,variable 2
-2.8840362393905923,variable 2
-2.9710977696635323,variable 2
-2.971505262495207,variable 2
-2.8526157949257986,variable 2
-2.923526415493885,variable 2
-2.910477487738014,variable 2
-2.9030602024873087,variable 2
-2.978194554934269,variable 2
-2.961940627378711,variable 2
-2.9643214843727645,variable 2
-2.977274262134644,variable 2
-2.9809004904794336,variable 2
-2.985762933032674,variable 2
-2.9592392704046886,variable 2
-2.8168457078757148,variable 2
-2.9618490559558626,variable 2
-2.963359984432858,variable 2
-2.7975012447990295,variable 2
-2.8655617048309647,variable 2
-2.9265482724478757,variable 2
-2.943305842829099,variable 2
-2.8459196346300226,variable 2
-2.831085064128612,variable 2
-2.977727540677743,variable 2
-2.9681262769921077,variable 2
-2.990913825567886,variable 2
-2.863089276414063,variable 2
-2.9049832023671214,variable 2
-2.9644588415070365,variable 2
-2.5865435794124547,variable 2
-2.8862110606832374,variable 2
-2.717902785488219,variable 2
-2.9422069857549205,variable 2
-2.9439926285004607,variable 2
-2.9335534862957644,variable 2
-2.9681674841323895,variable 2
-2.958552484733327,variable 2
-2.9567210562763626,variable 2
-2.927990522357735,variable 2
-2.967434912749604,variable 2
-2.927418200964934,variable 2
-2.87709970410984,variable 2
-2.897199631425023,variable 2
-2.931172629301711,variable 2
-2.919451487177139,variable 2
-2.846377491744264,variable 2
-2.9589370847092895,variable 2
-2.963057798737459,variable 2
-2.9289749151533533,variable 2
-2.8820445609436436,variable 2
-2.944473378470414,variable 2
-2.9567668419877866,variable 2
-2.799904994648795,variable 2
-2.7772410674938617,variable 2
-2.8070017799195317,variable 2
-2.6374801833717743,variable 2
-2.9669724770642203,variable 2
-2.848941491584014,variable 2
-2.9314931292816793,variable 2
-2.900587774070407,variable 2
-2.8655617048309647,variable 2
-2.8612120622456745,variable 2
-2.75938464003846,variable 2
-2.9927681468805623,variable 2
-2.786627138335804,variable 2
-2.8150600651301745,variable 2
-2.8308103498600676,variable 2
-2.872017490141764,variable 2
-2.962329805925816,variable 2
-2.9954466109988727,variable 2
-2.912125773349282,variable 2
-2.937262128921117,variable 2
-2.9494869138713535,variable 2
-2.702724822151127,variable 2
-2.7353471415408035,variable 2
-2.925861486776514,variable 2
-2.9158344159746346,variable 2
-2.9478386282600857,variable 2
-2.908245434306089,variable 2
-2.9151476303032733,variable 2
-2.945675253395297,variable 2
-2.9233890583596125,variable 2
-2.990996239848449,variable 2
-2.9462819140716663,variable 2
-2.971464055354925,variable 2
-2.8530164199007597,variable 2
-2.8658364190995096,variable 2
-2.9490748424685367,variable 2
-2.8692703474563177,variable 2
-2.7321879274525402,variable 2
-2.936025914712666,variable 2
-2.97595563364563,variable 2
-2.8568166339489602,variable 2
-2.661632146147991,variable 2
-2.8284066000103016,variable 2
-2.8785419540196995,variable 2
-2.868308847516411,variable 2
-2.8856158464347237,variable 2
-2.9085544878582015,variable 2
-2.939047771666657,variable 2
-2.979156054874175,variable 2
-2.8874701677474004,variable 2
-2.863776062085425,variable 2
-2.8454617775157818,variable 2
-2.957819913350541,variable 2
-2.8220194932666387,variable 2
-2.921878129882617,variable 2
-2.6986727866900937,variable 2
-2.8185397791984066,variable 2
-2.736377320047846,variable 2
-2.8230267789179693,variable 2
-2.9571789133906035,variable 2
-2.905257916635666,variable 2
-2.950585770945532,variable 2
-2.979210997727884,variable 2
-2.9680026555712624,variable 2
-2.846377491744264,variable 2
-2.8841507036691523,variable 2
-2.9247626297023355,variable 2
-2.9315961471323835,variable 2
-2.863547133528304,variable 2
-2.962844895179337,variable 2
-2.942069628620648,variable 2
-2.983963554573706,variable 2
-2.9413828429492868,variable 2
-2.986710697259153,variable 2
-2.9478386282600857,variable 2
-2.979842840545537,variable 2
-2.890217310432847,variable 2
-2.9606128417474116,variable 2
-2.9713266982206528,variable 2
-2.9780571977999966,variable 2
-2.945503556977456,variable 2
-2.9891831256760546,variable 2
-2.9562174134506973,variable 2
-2.9879469114676036,variable 2
-2.9891831256760546,variable 2
-2.9469458068873156,variable 2
-2.96940369834084,variable 2
-2.9891831256760546,variable 2
-2.974760626577461,variable 2
-2.9720821624591505,variable 2
-2.9417949143521036,variable 2
-2.9457095926788646,variable 2
